Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Repaired?
2025-01-16 04:00:00-05:00,590.5621841918476,591.4369291415854,590.5621841918476,590.7112884446437,0,0.0,0.0,0.0,True
2025-01-16 05:00:00-05:00,590.6914078776042,591.2679443217497,590.0055283147415,591.2480637547102,0,0.0,0.0,0.0,True
2025-01-16 06:00:00-05:00,591.2480637547102,591.417048574546,590.6914078776043,590.8902135479993,0,0.0,0.0,0.0,True
2025-01-16 07:00:00-05:00,590.939914965598,591.25800403823,589.8862449125045,590.1248117169785,0,0.0,0.0,0.0,True
2025-01-16 08:00:00-05:00,590.1546325675378,592.0929878538889,588.8126942923716,589.707319809149,0,0.0,0.0,0.0,True
2025-01-16 09:00:00-05:00,589.7669615102675,590.2341548356957,579.503618776126,590.1745131345773,0,0.0,0.0,0.0,True
2025-01-16 09:30:00-05:00,590.6267839005907,590.7510374445876,587.7888523703184,588.7458716100678,7680051,0.0,0.0,0.0,True
2025-01-16 10:30:00-05:00,588.7331914388297,590.8007267280511,588.2461272536701,589.8167697082556,4177925,0.0,0.0,0.0,True
2025-01-16 11:30:00-05:00,589.7968090559242,590.263973259428,588.285866546306,590.2341839576202,2835661,0.0,0.0,0.0,True
2025-01-16 12:30:00-05:00,590.2341839576201,590.2540232686,588.5741129269353,588.7232414480019,1960963,0.0,0.0,0.0,True
2025-01-16 13:30:00-05:00,588.7232414480019,589.0737359419813,587.401166752086,588.927034247946,4403041,0.0,0.0,0.0,True
2025-01-16 14:30:00-05:00,588.9319485726841,589.7868590650962,588.4051450948888,588.7530307498097,4513509,0.0,0.0,0.0,True
2025-01-16 15:30:00-05:00,588.7530307498098,589.6576305256855,587.9478702115371,588.166587997723,6725109,0.0,0.0,0.0,True
2025-01-16 16:00:00-05:00,588.1765161471077,589.3397281245886,586.7649958873031,587.4901395700689,0,0.0,0.0,0.0,True
2025-01-16 17:00:00-05:00,587.4906365842447,597.472470489107,528.8936592636725,587.4143946096483,0,0.0,0.0,0.0,True
2025-01-16 18:00:00-05:00,587.4707560172053,587.9379493426336,587.3117114808894,587.9081284920744,0,0.0,0.0,0.0,True
2025-01-17 04:00:00-05:00,589.0711416638851,590.6814675940846,589.0711416638851,590.582064758887,0,0.0,0.0,0.0,True
2025-01-17 05:00:00-05:00,590.5522439083278,590.5920050424068,590.0552297323403,590.343497954413,0,0.0,0.0,0.0,True
2025-01-17 06:00:00-05:00,590.263975686255,590.6516467435252,590.0552297323403,590.5323633412883,0,0.0,0.0,0.0,True
2025-01-17 07:00:00-05:00,590.5621841918476,590.8504524139203,589.6178572574712,590.5522439083278,0,0.0,0.0,0.0,True
2025-01-17 08:00:00-05:00,590.5025424907288,592.0929878538889,588.1069341624692,591.8693314746945,0,0.0,0.0,0.0,True
2025-01-17 09:00:00-05:00,591.8643613329347,593.6834332170489,587.2222489292116,593.3951649949762,0,0.0,0.0,0.0,True
2025-01-17 09:30:00-05:00,593.3951868364195,593.9716795976784,592.0532121588478,593.4050761565716,14259852,0.0,0.0,0.0,True
2025-01-17 10:30:00-05:00,593.4249761382273,595.5223613999323,593.216269013545,595.1943757266671,11197582,0.0,0.0,0.0,True
2025-01-17 11:30:00-05:00,595.1943757266671,595.4627221256408,594.2500366581558,595.4042962648649,3509840,0.0,0.0,0.0,True
2025-01-17 12:30:00-05:00,595.4229828330051,595.7808184787539,594.9558186295012,595.4528328054887,3740085,0.0,0.0,0.0,True
2025-01-17 13:30:00-05:00,595.4229828330051,595.5323113907601,594.5084937369774,594.8733065104408,5257176,0.0,0.0,0.0,True
2025-01-17 14:30:00-05:00,594.9060686753619,595.1347364523756,593.9617902775262,594.5283330479573,5170943,0.0,0.0,0.0,True
2025-01-17 15:30:00-05:00,594.5233580525432,595.0154579037926,593.7828117839761,593.9816295885062,7957779,0.0,0.0,0.0,True
2025-01-17 16:00:00-05:00,594.0015222896809,594.663942783437,588.1005723810167,593.89287499081,0,0.0,0.0,0.0,True
2025-01-17 17:00:00-05:00,593.7977464775261,594.0114625732007,593.6138512324106,593.8921791709637,0,0.0,0.0,0.0,True
2025-01-17 18:00:00-05:00,593.8971493127235,594.1208056919179,593.8325374698451,594.036313282,0,0.0,0.0,0.0,True
2025-01-21 04:00:00-05:00,594.6973421360633,596.3275486333023,594.6973421360633,596.1585638134666,0,0.0,0.0,0.0,True
2025-01-21 05:00:00-05:00,596.1585638134665,597.4209798204747,596.1188026793875,597.1227713148822,0,0.0,0.0,0.0,True
2025-01-21 06:00:00-05:00,597.132711598402,597.132711598402,595.9001164419531,595.9995192771505,0,0.0,0.0,0.0,True
2025-01-21 07:00:00-05:00,596.0889818288283,596.5362945872171,595.2341174461297,596.5263543036973,0,0.0,0.0,0.0,True
2025-01-21 08:00:00-05:00,596.536294587217,597.3093504365479,594.0114625732006,596.218205514585,0,0.0,0.0,0.0,True
2025-01-21 09:00:00-05:00,596.2281457981047,597.2718755676785,589.6128871157114,597.0333087632046,0,0.0,0.0,0.0,True
2025-01-21 09:30:00-05:00,597.0829931930141,597.8782037404588,595.0949364890641,596.7698718353149,8003317,0.0,0.0,0.0,True
2025-01-21 10:30:00-05:00,596.745057528921,597.3514002626636,595.8504077438732,597.1923824214449,3154412,0.0,0.0,0.0,True
2025-01-21 11:30:00-05:00,597.1824324306169,598.1864107734198,596.6754682638016,597.9875929688897,2931193,0.0,0.0,0.0,True
2025-01-21 12:30:00-05:00,597.9875929688897,599.2798176923219,597.9493097724726,598.9915713116925,3524912,0.0,0.0,0.0,True
2025-01-21 13:30:00-05:00,598.9816213208646,599.2201784180305,598.3056893220028,598.7728535255067,3368563,0.0,0.0,0.0,True
2025-01-21 14:30:00-05:00,598.7828035163345,599.1804391253949,598.0770215449891,599.1108498602755,4751032,0.0,0.0,0.0,True
2025-01-21 15:30:00-05:00,599.1207391804277,599.3791962592493,598.5541964099966,599.3195569849578,7640038,0.0,0.0,0.0,True
2025-01-21 16:00:00-05:00,599.3195739727469,599.9557521180109,597.8770400283609,599.7967075816949,0,0.0,0.0,0.0,True
2025-01-21 17:00:00-05:00,599.8265284322541,600.4627065775182,562.4519570235123,600.2440203400837,0,0.0,0.0,0.0,True
2025-01-21 18:00:00-05:00,600.2042592060046,600.512407995117,599.3792156738655,600.2837814741627,0,0.0,0.0,0.0,True
2025-01-22 04:00:00-05:00,601.0988847227821,602.1127936417965,601.0988847227821,602.1127936417965,0,0.0,0.0,0.0,True
2025-01-22 05:00:00-05:00,602.1127936417967,602.172435342915,601.4666752130129,601.6555405998881,0,0.0,0.0,0.0,True
2025-01-22 06:00:00-05:00,601.705242017487,602.2320770440336,601.6654808834079,601.9338685384411,0,0.0,0.0,0.0,True
2025-01-22 07:00:00-05:00,601.9736296725201,602.1823756264348,601.5362571976511,601.9338685384411,0,0.0,0.0,0.0,True
2025-01-22 08:00:00-05:00,601.9139879714016,615.0538499504883,599.4487976585036,602.4706438485076,0,0.0,0.0,0.0,True
2025-01-22 09:00:00-05:00,602.4408229979483,602.5799869672248,599.4487976585036,602.0879429329973,0,0.0,0.0,0.0,True
2025-01-22 09:30:00-05:00,602.3016420408827,603.4149489414406,601.7449885906037,603.0770132773475,8585388,0.0,0.0,0.0,True
2025-01-22 10:30:00-05:00,603.0968525883275,603.6137667459707,602.6396383756514,603.6112792482637,5887257,0.0,0.0,0.0,True
2025-01-22 11:30:00-05:00,603.6058188874435,604.1903201779054,603.569052457921,603.9219131082559,3346931,0.0,0.0,0.0,True
2025-01-22 12:30:00-05:00,603.9318630990837,604.0710416293224,603.3167837880288,603.4410980027016,2835236,0.0,0.0,0.0,True
2025-01-22 13:30:00-05:00,603.454748904752,603.998176147711,603.2062418167583,603.2808060772916,2324170,0.0,0.0,0.0,True
2025-01-22 14:30:00-05:00,603.2857204020298,603.9915023733753,603.1566132039706,603.4944881973878,3100757,0.0,0.0,0.0,True
2025-01-22 15:30:00-05:00,603.4944881973878,603.7230953037258,602.609788403168,602.7191776315988,8699716,0.0,0.0,0.0,True
2025-01-22 16:00:00-05:00,602.7191509365013,603.2589083316237,602.2420173275533,602.6595092353828,0,0.0,0.0,0.0,True
2025-01-22 17:00:00-05:00,602.6893300859421,602.8185537716989,602.5302855496261,602.6346585265835,0,0.0,0.0,0.0,True
2025-01-22 18:00:00-05:00,602.6495689518631,602.7092106529817,602.222136760514,602.2622955059337,0,0.0,0.0,0.0,True
2025-01-23 04:00:00-05:00,602.2320770440335,602.2320770440335,600.9398401864661,601.1386458568611,0,0.0,0.0,0.0,True
2025-01-23 05:00:00-05:00,601.1386458568612,602.0531519406782,601.0988847227823,601.9537491054807,0,0.0,0.0,0.0,True
2025-01-23 06:00:00-05:00,601.933868538441,601.933868538441,601.3970932283745,601.7549434350856,0,0.0,0.0,0.0,True
2025-01-23 07:00:00-05:00,601.7847642856449,602.1525547758756,601.5760183317302,602.0432116571584,0,0.0,0.0,0.0,True
2025-01-23 08:00:00-05:00,602.0133908065992,602.8185537716989,601.0392430216637,602.1715407173983,0,0.0,0.0,0.0,True
2025-01-23 09:00:00-05:00,602.142614492356,603.0670608596927,601.8444059867635,602.058122082438,0,0.0,0.0,0.0,True
2025-01-23 09:30:00-05:00,602.1823634922997,602.6793776682872,601.9040671024981,602.1127742271804,4504838,0.0,0.0,0.0,True
2025-01-23 10:30:00-05:00,602.1028242363525,603.9219131082559,602.0332956419089,603.8821738156201,4071470,0.0,0.0,0.0,True
2025-01-23 11:30:00-05:00,603.8722238247923,604.240009461369,603.3155703745133,603.5441774808513,5748200,0.0,0.0,0.0,True
2025-01-23 12:30:00-05:00,603.5441774808513,604.6674343722372,603.2758310818776,604.354313014538,3158231,0.0,0.0,0.0,True
2025-01-23 13:30:00-05:00,604.3692380007798,604.6177450887735,603.68335601109,604.0312416660109,2240640,0.0,0.0,0.0,True
2025-01-23 14:30:00-05:00,604.0411916568389,604.6376450704294,603.9716023917196,604.4636415722931,3238089,0.0,0.0,0.0,True
2025-01-23 15:30:00-05:00,604.458727247555,606.0988376259081,604.0610916384946,606.0690483241003,6680471,0.0,0.0,0.0,True
2025-01-23 16:00:00-05:00,606.0889070496964,606.108787616736,602.8843584485996,605.6217137242683,0,0.0,0.0,0.0,True
2025-01-23 17:00:00-05:00,605.6266838660281,606.108787616736,602.8843584485996,605.6312563964472,0,0.0,0.0,0.0,True
2025-01-23 18:00:00-05:00,605.6117734407485,605.6117734407485,605.3036246516363,605.5223108890707,0,0.0,0.0,0.0,True
2025-01-24 04:00:00-05:00,605.671415141867,605.94974308042,605.3632663527547,605.7807582605842,0,0.0,0.0,0.0,True
2025-01-24 05:00:00-05:00,605.8105791111434,605.9596833639396,605.1942815329189,605.2439829505176,0,0.0,0.0,0.0,True
2025-01-24 06:00:00-05:00,605.2241023834782,605.4229080538731,604.9358341614055,605.1346398318004,0,0.0,0.0,0.0,True
2025-01-24 07:00:00-05:00,605.194281532919,605.9199222298607,605.0948786977216,605.909981946341,0,0.0,0.0,0.0,True
2025-01-24 08:00:00-05:00,605.8801610957817,606.1087876167359,604.946172056266,605.3831469197942,0,0.0,0.0,0.0,True
2025-01-24 09:00:00-05:00,605.3831469197943,606.108787616736,602.2022561934745,605.5620720231498,0,0.0,0.0,0.0,True
2025-01-24 09:30:00-05:00,606.1684268910275,607.1326659411945,605.6117734407485,605.7111520076757,5714331,0.0,0.0,0.0,True
2025-01-24 10:30:00-05:00,605.7111520076757,606.2477234642715,605.4229056270462,606.2477234642715,3394398,0.0,0.0,0.0,True
2025-01-24 11:30:00-05:00,606.2380161561467,606.6803660532568,605.6614627242121,605.7906912636229,2331694,0.0,0.0,0.0,True
2025-01-24 12:30:00-05:00,605.785716268209,605.9795590773251,604.4487772567269,604.8115878978897,3126556,0.0,0.0,0.0,True
2025-01-24 13:30:00-05:00,604.7966629116479,605.104809273933,603.3056203836854,603.8026345596729,3345671,0.0,0.0,0.0,True
2025-01-24 14:30:00-05:00,603.7728452578651,604.2896987448325,603.3155703745133,603.4447989139242,4125498,0.0,0.0,0.0,True
2025-01-24 15:30:00-05:00,603.454748904752,604.5183665218464,603.1763918442747,604.2996487356604,6412163,0.0,0.0,0.0,True
2025-01-24 16:00:00-05:00,604.2996560161415,606.1368192162618,603.5541347521603,604.205223322704,0,0.0,0.0,0.0,True
2025-01-24 17:00:00-05:00,604.1903128974243,604.3394171502205,603.8722238247923,604.0213280775885,0,0.0,0.0,0.0,True
2025-01-24 18:00:00-05:00,603.9219252423911,604.1704323303849,603.8722238247924,603.9964773687892,0,0.0,0.0,0.0,True
2025-01-27 04:00:00-05:00,595.2042965955706,596.1983249475455,592.0830475703692,592.4905991946789,0,0.0,0.0,0.0,True
2025-01-27 05:00:00-05:00,592.4508380606,593.3852247114565,590.343497954413,590.4031396555316,0,0.0,0.0,0.0,True
2025-01-27 06:00:00-05:00,590.423020222571,590.6516467435254,586.2282205772367,589.4488724376356,0,0.0,0.0,0.0,True
2025-01-27 07:00:00-05:00,589.4289918705962,591.6456750955003,589.1904250661221,590.9498552491178,0,0.0,0.0,0.0,True
2025-01-27 08:00:00-05:00,590.9299746820783,604.3394171502206,586.4742425943504,592.6794645815542,0,0.0,0.0,0.0,True
2025-01-27 09:00:00-05:00,592.6794645815542,604.3394171502205,591.133750494233,591.4570085142954,0,0.0,0.0,0.0,True
2025-01-27 09:30:00-05:00,591.258001611403,595.6317506283631,591.0890337793564,595.4229828330051,19726133,0.0,0.0,0.0,True
2025-01-27 10:30:00-05:00,595.4130328421772,596.1088648226948,592.7291441577097,592.9478619438955,7647264,0.0,0.0,0.0,True
2025-01-27 11:30:00-05:00,592.9379119530678,594.4686937736659,592.6397155816104,594.0810688261092,5497701,0.0,0.0,0.0,True
2025-01-27 12:30:00-05:00,594.072878284879,594.6377222763882,592.4707477495639,592.5651513210771,4033350,0.0,0.0,0.0,True
2025-01-27 13:30:00-05:00,592.5502263348352,595.542261381588,592.5104870421995,595.432932823833,4838647,0.0,0.0,0.0,True
2025-01-27 14:30:00-05:00,595.4080578467633,595.4130328421772,592.7093048467297,593.8723010307511,7700993,0.0,0.0,0.0,True
2025-01-27 15:30:00-05:00,593.8922010124069,595.989586274112,593.5840546501217,595.8305077622175,10318651,0.0,0.0,0.0,True
2025-01-27 16:00:00-05:00,595.8305344573147,604.4125776369258,565.0653569636896,596.2666146953262,0,0.0,0.0,0.0,True
2025-01-27 17:00:00-05:00,596.2281457981047,597.0929504643229,562.2002690447921,597.053189330244,0,0.0,0.0,0.0,True
2025-01-27 18:00:00-05:00,596.9140253609676,597.1128310313626,594.9359089405374,596.3921604761807,0,0.0,0.0,0.0,True
2025-01-28 04:00:00-05:00,596.6853988400132,598.2062622185349,596.6853988400132,597.4806215215933,0,0.0,0.0,0.0,True
2025-01-28 05:00:00-05:00,597.4905618051131,598.524351291167,597.2221741500797,598.3454261878115,0,0.0,0.0,0.0,True
2025-01-28 06:00:00-05:00,598.40506788893,598.5044707241275,597.6396660579093,597.6396660579093,0,0.0,0.0,0.0,True
2025-01-28 07:00:00-05:00,597.6595466249488,597.7887703107054,595.8802358749136,596.1486235299468,0,0.0,0.0,0.0,True
2025-01-28 08:00:00-05:00,596.1685040969863,598.4135171299218,595.0054909251756,597.5999049238303,0,0.0,0.0,0.0,True
2025-01-28 09:00:00-05:00,597.5999049238303,597.7589494601463,546.3279225289615,596.5551811259046,0,0.0,0.0,0.0,True
2025-01-28 09:30:00-05:00,597.0333039095505,599.1903284455469,593.6834332170489,598.8623427722817,8905366,0.0,0.0,0.0,True
2025-01-28 10:30:00-05:00,598.8921320740895,599.9656996820117,597.4408895094385,597.8285144569952,6736372,0.0,0.0,0.0,True
2025-01-28 11:30:00-05:00,597.7490358717239,600.3135853369326,597.3613502534914,600.1148888737541,4072209,0.0,0.0,0.0,True
2025-01-28 12:30:00-05:00,600.1843567975219,601.1783851494969,599.6873426215344,600.5719210744028,3259145,0.0,0.0,0.0,True
2025-01-28 13:30:00-05:00,600.7509602386287,600.8503994762317,599.6277033472429,600.4328638855156,3277316,0.0,0.0,0.0,True
2025-01-28 14:30:00-05:00,600.4527638671714,601.7549385814315,600.4527638671714,601.4766421916299,3854939,0.0,0.0,0.0,True
2025-01-28 15:30:00-05:00,601.4567422099742,601.6157600511929,600.7509602386287,600.8801887780395,7053020,0.0,0.0,0.0,True
