Date,open,high,low,close,volume,dividends,stock_splits,capital_gains,typical_price
2020-01-01 00:00:00-05:00,207.38863823801194,209.09109177798172,205.29928624954695,208.481689453125,102282900,0.0,0.0,0.0,207.62402249355122
2020-01-08 00:00:00-05:00,208.45264842392754,213.97592462821535,208.12377075762714,212.88287353515625,119017800,0.0,0.0,0.0,211.6608563069996
2020-01-15 00:00:00-05:00,212.99894707004012,216.5199100494944,212.2734738070224,215.9782257080078,90018600,0.0,0.0,0.0,214.92386985484154
2020-01-22 00:00:00-05:00,217.07130740778862,218.49323638449115,210.0777335395845,214.20809936523438,153665300,0.0,0.0,0.0,214.25968976310332
2020-01-29 00:00:00-05:00,215.39784007572456,220.4084497280524,211.15140385529233,220.0312042236328,176608200,0.0,0.0,0.0,217.19701926899253
2020-02-05 00:00:00-05:00,222.68156005426243,226.3669611029019,219.4314399210124,224.4226837158203,138563700,0.0,0.0,0.0,223.4070282465782
2020-02-12 00:00:00-05:00,225.74792900838716,227.47938529782508,224.761281278204,227.05377197265625,95077500,0.0,0.0,0.0,226.43147951622845
2020-02-19 00:00:00-05:00,228.40799759046197,229.7041728921482,207.71750155851774,208.32688903808594,313117300,0.0,0.0,0.0,215.2495211629173
2020-02-26 00:00:00-05:00,209.62310533459558,213.07635068363626,191.68939649000177,202.62953186035156,594421400,0.0,0.0,0.0,202.46509301132986
2020-03-04 00:00:00-05:00,206.34396918016714,211.19012573659433,185.82757680528056,197.43515014648438,458643300,0.0,0.0,0.0,198.15095089611975
2020-03-11 00:00:00-04:00,192.83080953626933,194.18502046247687,163.62808853080634,176.18360900878906,575183000,0.0,0.0,0.0,177.99890600069077
2020-03-18 00:00:00-04:00,165.99795984246344,177.81833898525548,159.53640349419516,177.65390014648438,573558300,0.363,0.0,0.0,171.66954754197832
2020-03-25 00:00:00-04:00,178.76915622356577,189.26731427833218,174.46520058989512,184.56591796875,339503700,0.0,0.0,0.0,182.76614427899244
2020-04-01 00:00:00-04:00,179.10847495600598,196.45030768616513,175.31827753867992,190.38211059570312,292336300,0.0,0.0,0.0,187.38356527351607
2020-04-08 00:00:00-04:00,192.0785034375223,205.9888127061793,190.159176524209,205.36842346191406,221006500,0.0,0.0,0.0,200.5054708974341
2020-04-15 00:00:00-04:00,202.09194879950908,209.87589994792816,197.39056678897072,198.61195373535156,285738500,0.0,0.0,0.0,201.95947349075016
2020-04-22 00:00:00-04:00,202.6929989723427,210.66113216386356,201.94658830447617,205.0194549560547,200914000,0.0,0.0,0.0,205.8757251414648
2020-04-29 00:00:00-04:00,209.56577863417073,213.39474471360506,204.65112013663534,210.99073791503906,211495000,0.0,0.0,0.0,209.67886758842647
2020-05-06 00:00:00-04:00,212.67738317081543,221.11081927482257,211.4269164249864,215.3140411376953,183700500,0.0,0.0,0.0,215.9505922791681
2020-05-13 00:00:00-04:00,215.83749310042649,222.80718714881996,209.37186990770317,219.90879821777344,251453100,0.0,0.0,0.0,217.36261842476551
2020-05-20 00:00:00-04:00,222.46791487082425,226.41321353281958,220.52919665844234,222.02200317382812,142877600,0.0,0.0,0.0,222.98813778836336
2020-05-27 00:00:00-04:00,221.6827109061848,228.46822387035945,217.07825568049486,228.41006469726562,208301100,0.0,0.0,0.0,224.65218141603998
2020-06-03 00:00:00-04:00,229.02073655583663,236.6980575426542,226.51978872970582,235.84503173828125,191294000,0.0,0.0,0.0,233.02095933688042
2020-06-10 00:00:00-04:00,237.54144627755124,240.2265750793509,224.3775481537908,235.4088592529297,297236100,0.0,0.0,0.0,233.33766082869047
2020-06-17 00:00:00-04:00,236.91135996834635,243.4545339442985,235.0211126668761,241.21531677246094,171586100,0.424,0.0,0.0,239.8969877945452
2020-06-24 00:00:00-04:00,240.87735159633004,242.11058254318658,230.47747091137933,240.43067932128906,209084800,0.0,0.0,0.0,237.67291092528498
2020-07-01 00:00:00-04:00,240.46949182674553,253.32612807521727,239.92570920410316,249.17974853515625,137812900,0.0,0.0,0.0,247.4771952714922
