date,open,high,low,close,volume
2019-01-02 00:00:00-05:00,36.896076715977145,37.839383011324664,36.73885839429097,37.61784744262695,148158800
2019-01-03 00:00:00-05:00,34.29722555279616,34.71170924937219,33.8255741979129,33.87083435058594,365248800
2019-01-04 00:00:00-05:00,34.42823764398357,35.38583581454372,34.25434664142994,35.31675338745117,234428400
2019-01-07 00:00:00-05:00,35.42158062540802,35.45254887377889,34.75459652396416,35.2381591796875,219111200
2019-01-08 00:00:00-05:00,35.62643221113831,36.16478528700009,35.378697182298566,35.9099006652832,164101200
2019-01-09 00:00:00-05:00,36.03852503674899,36.81032108583574,35.64310209875845,36.51970672607422,180396400
2019-01-10 00:00:00-05:00,36.326761169795496,36.676927617426905,35.93609975244225,36.63643264770508,143122800
2019-01-11 00:00:00-05:00,36.41728668965994,36.612615608918475,36.09093884143746,36.27674102783203,108092800
2019-01-14 00:00:00-05:00,35.93371012293423,36.033757135492436,35.545429575449475,35.731231689453125,129756800
2019-01-15 00:00:00-05:00,35.79555957068169,36.53876824774425,35.74315345783549,36.46254348754883,114843600
2019-01-16 00:00:00-05:00,36.46493328627474,37.13191736820857,36.445876182817116,36.90800094604492,122278800
2019-01-17 00:00:00-05:00,36.73171345593675,37.555915645850185,36.507797106981144,37.127140045166016,119284800
2019-01-18 00:00:00-05:00,37.517811062008555,37.60833138833237,37.15573339148389,37.355831146240234,135004000
2019-01-22 00:00:00-05:00,37.25815806827708,37.33438282804455,36.35534664867075,36.517330169677734,121576000
2019-01-23 00:00:00-05:00,36.719810699015575,36.955638241924085,36.13620104793098,36.66502380371094,92522400
2019-01-24 00:00:00-05:00,36.7102833160953,36.798419228909076,36.14573077657716,36.37440872192383,101766000
2019-01-25 00:00:00-05:00,37.03663152428315,37.66788580339846,36.760312613511495,37.57974624633789,134142000
2019-01-28 00:00:00-05:00,37.1104717299393,37.239106255286785,36.603090491516575,37.23196029663086,104768400
2019-01-29 00:00:00-05:00,37.220038958596476,37.667871630472526,36.71027345041031,36.84605026245117,166348800
2019-01-30 00:00:00-05:00,38.88749797549803,39.5783004672499,38.16810802124798,39.363914489746094,244439200
2019-01-31 00:00:00-05:00,39.568775479069075,40.257197227088255,39.199551937310474,39.64738464355469,162958400
2019-02-01 00:00:00-05:00,39.77125891817062,40.25243706170224,39.52590102795281,39.666446685791016,130672400
2019-02-04 00:00:00-05:00,39.87845193930174,40.89083720323202,39.847483697513894,40.79317092895508,125982000
2019-02-05 00:00:00-05:00,41.176674965759645,41.70549752948587,41.055190076437896,41.49110794067383,144406400
2019-02-06 00:00:00-05:00,41.60307569024123,41.82223051192853,41.17430368331649,41.50541305541992,112958400
2019-02-07 00:00:00-05:00,41.06710424288514,41.43394701369877,40.57639578886016,40.719322204589844,126966800
