Date,open,high,low,close,volume,dividends,stock_splits,capital_gains,typical_price
2020-01-02 00:00:00-05:00,207.38861113563863,209.091064453125,206.9823478920905,209.091064453125,30969400,0.0,0.0,0.0,208.38815893278016
2020-01-03 00:00:00-05:00,206.32459983864655,208.42363405080076,206.30524975214155,207.17581176757812,27518900,0.0,0.0,0.0,207.30156519017348
2020-01-06 00:00:00-05:00,205.55073763320294,208.53968364043735,205.29924557362312,208.5106658935547,21655300,0.0,0.0,0.0,207.44986503587174
2020-01-07 00:00:00-05:00,208.58806226621965,209.07171108567942,207.8239036257811,208.48165893554688,22139300,0.0,0.0,0.0,208.45909121566913
2020-01-08 00:00:00-05:00,208.45268577180946,211.00635149435308,208.12380804658494,210.04872131347656,26397300,0.0,0.0,0.0,209.72629361813821
2020-01-09 00:00:00-05:00,211.7801691484396,212.23480026614556,210.59039706327763,211.8285369873047,23547000,0.0,0.0,0.0,211.55124477224263
2020-01-10 00:00:00-05:00,212.66037975718396,212.67971508181628,210.90955873183105,211.28680419921875,21898500,0.0,0.0,0.0,211.62535933762203
2020-01-13 00:00:00-05:00,212.15742384793262,213.75345928093543,211.81886372103247,213.7244415283203,22756900,0.0,0.0,0.0,213.09892151009606
2020-01-14 00:00:00-05:00,213.61802976421376,213.97593996535093,212.55401110407198,212.8828887939453,24418100,0.0,0.0,0.0,213.13761328778938
2020-01-15 00:00:00-05:00,212.9989426758966,213.96624033996494,212.2734694278453,212.9699249267578,25742100,0.0,0.0,0.0,213.0698782315227
2020-01-16 00:00:00-05:00,214.03395995803893,215.04962546532127,213.57932887153916,215.01092529296875,18805000,0.0,0.0,0.0,214.5466265432764
2020-01-17 00:00:00-05:00,215.97824600804194,216.249088204242,214.85617704676014,216.07498168945312,24325200,0.0,0.0,0.0,215.72674898015177
2020-01-21 00:00:00-05:00,215.47519633306925,216.51987945537667,215.3784754342083,215.9781951904297,21146300,0.0,0.0,0.0,215.95885002667157
2020-01-22 00:00:00-05:00,217.0712533774044,217.78704414003312,216.2780622774442,216.5489044189453,20736400,0.0,0.0,0.0,216.8713369454742
2020-01-23 00:00:00-05:00,216.42322803994313,217.3421580529888,215.41723000224312,217.24542236328125,26496100,0.0,0.0,0.0,216.66827013950441
2020-01-24 00:00:00-05:00,218.26101717427872,218.49317389829528,214.42084474493265,215.4171600341797,37436500,0.0,0.0,0.0,216.1103928924692
2020-01-27 00:00:00-05:00,210.55167518998525,212.1090249782795,210.07769403362067,210.96762084960938,42264400,0.0,0.0,0.0,211.05144662050319
2020-01-28 00:00:00-05:00,212.4572472697432,214.7013848180899,211.89621288265653,214.2080535888672,26731900,0.0,0.0,0.0,213.60188376320454
2020-01-29 00:00:00-05:00,215.39784922498572,215.63967365500827,213.60835729869396,214.55630493164062,28924500,0.0,0.0,0.0,214.6014452951143
2020-01-30 00:00:00-05:00,213.17306310122945,215.4171859980466,212.5056253540522,215.32046508789062,39568100,0.0,0.0,0.0,214.41442547999645
2020-01-31 00:00:00-05:00,216.220038215407,216.24905596354554,211.151393316878,211.90589904785156,52015800,0.0,0.0,0.0,213.10211610942505
2020-02-03 00:00:00-05:00,212.94094407670346,215.6010131138367,212.79585530586814,215.10769653320312,25408600,0.0,0.0,0.0,214.5015216509693
2020-02-04 00:00:00-05:00,218.04825615099202,220.40846501300277,217.3034327537658,220.03121948242188,30691200,0.0,0.0,0.0,219.24770574973013
2020-02-05 00:00:00-05:00,222.6816264873473,222.72031190390132,219.4315053844817,220.75669860839844,38534800,0.0,0.0,0.0,220.96950529892715
2020-02-06 00:00:00-05:00,221.30803631461868,222.72029746385527,220.52452753201283,222.66226196289062,22467100,0.0,0.0,0.0,221.96902898625294
2020-02-07 00:00:00-05:00,221.66595020542528,222.9040901126535,221.06621557926115,221.7046356201172,25884900,0.0,0.0,0.0,221.89164710401062
2020-02-10 00:00:00-05:00,220.9694587113788,224.39368560648802,220.91142321888722,224.38401794433594,21478900,0.0,0.0,0.0,223.22970892323704
2020-02-11 00:00:00-05:00,225.62218392928068,226.36700727585094,223.83267731681468,224.4227294921875,30198000,0.0,0.0,0.0,224.87413802828436
2020-02-12 00:00:00-05:00,225.7479313613621,226.71522901599502,225.1868969505001,226.60882568359375,24471300,0.0,0.0,0.0,226.17031721669628
2020-02-13 00:00:00-05:00,225.03214155001788,227.247246840018,224.76129936852772,226.3186492919922,22773200,0.0,0.0,0.0,226.10906516684597
2020-02-14 00:00:00-05:00,226.67655881192013,227.17955779156927,225.91240005804312,226.9667510986328,23438500,0.0,0.0,0.0,226.68623631608173
2020-02-18 00:00:00-05:00,225.86400000260022,227.47938529782508,225.62217559146254,227.05377197265625,24394500,0.0,0.0,0.0,226.7184442873146
2020-02-19 00:00:00-05:00,228.4079695330083,229.7041446754734,228.13712740651675,229.23016357421875,22230500,0.0,0.0,0.0,229.02381188540298
2020-02-20 00:00:00-05:00,228.727240805956,229.20120727448477,224.29701517811444,227.1021728515625,42604000,0.0,0.0,0.0,226.86679843472055
2020-02-21 00:00:00-05:00,225.97045640785885,226.35736965263766,221.82075503239844,222.73968505859375,66017200,0.0,0.0,0.0,223.6392699145433
2020-02-24 00:00:00-05:00,214.43056479354206,216.9165271729335,213.05700371706695,214.15005493164062,84522600,0.0,0.0,0.0,214.70786194054702
2020-02-25 00:00:00-05:00,215.94916756810449,216.66497303392578,207.71747113020814,208.3268585205078,97743000,0.0,0.0,0.0,210.90310089488057
2020-02-26 00:00:00-05:00,209.62310862352598,213.07635402674717,207.8722872416173,209.40061950683594,79537700,0.0,0.0,0.0,210.11642025840013
2020-02-27 00:00:00-05:00,204.0030807285931,209.34256820989546,198.77967900891775,198.91510009765625,121822600,0.0,0.0,0.0,202.34578243882314
2020-02-28 00:00:00-05:00,192.14402963535605,200.39507848390022,191.68939849985003,199.06988525390625,148173700,0.0,0.0,0.0,197.05145407921884
2020-03-02 00:00:00-05:00,202.0491271552098,209.48764805135428,199.2052698532455,209.34254455566406,112933900,0.0,0.0,0.0,206.01182082008793
2020-03-03 00:00:00-05:00,210.01000272245565,212.42824695501133,200.83034230214943,202.6295166015625,131953500,0.0,0.0,0.0,205.2960352862411
2020-03-04 00:00:00-05:00,206.34395679097085,211.19011305642766,204.4577144284438,211.08370971679688,73086200,0.0,0.0,0.0,208.9105124005561
2020-03-05 00:00:00-05:00,205.73450432821124,209.28448432495048,203.22920738584742,204.67047119140625,78705500,0.0,0.0,0.0,205.72805430073473
2020-03-06 00:00:00-05:00,197.9767867012439,202.31027556872982,196.27434833610747,201.2172393798828,89828400,0.0,0.0,0.0,199.93395442824
2020-03-09 00:00:00-04:00,187.15278488086693,194.58164008347953,185.82759154245124,187.23985290527344,116424000,0.0,0.0,0.0,189.21636151040138
2020-03-10 00:00:00-04:00,194.53325681118343,197.61893908595363,187.34622664232916,197.43515014648438,100599200,0.0,0.0,0.0,194.13343862492238
2020-03-11 00:00:00-04:00,192.8307899127179,194.1850007011133,186.42726951670105,188.83584594726562,89168800,0.0,0.0,0.0,189.8160387216933
2020-03-12 00:00:00-04:00,176.13522410118455,184.54104297229202,171.1536471484684,171.52122497558594,137820700,0.0,0.0,0.0,175.7386383654488
2020-03-13 00:00:00-04:00,180.95240022676552,188.120065457619,172.30475583446122,186.050048828125,134882000,0.0,0.0,0.0,182.1582900400684
2020-03-16 00:00:00-04:00,168.45487333489297,178.640516015061,163.62806769415522,163.76348876953125,92054400,0.0,0.0,0.0,168.67735749291583
2020-03-17 00:00:00-04:00,169.73170548213812,178.3599980197802,164.2277799572122,176.18357849121094,121257100,0.0,0.0,0.0,172.9237854894011
2020-03-18 00:00:00-04:00,165.99794755927562,173.35908314432493,161.34524830135413,170.82476806640625,114156300,0.0,0.0,0.0,168.50969983736175
2020-03-19 00:00:00-04:00,169.94452017576856,177.48944451739465,166.0172942242514,171.85009765625,120896500,0.0,0.0,0.0,171.785612132632
2020-03-20 00:00:00-04:00,175.7967456285085,176.88978234300762,164.53739738393617,165.11776733398438,118983900,0.0,0.0,0.0,168.84831568697606
2020-03-23 00:00:00-04:00,165.68283532490696,168.87203465678985,159.8763697015092,165.2369384765625,124639800,0.363,0.0,0.0,164.66178094495385
2020-03-24 00:00:00-04:00,174.39740448616368,178.19729049771934,172.4974540847626,178.03250122070312,94881800,0.0,0.0,0.0,176.24241526772835
2020-03-25 00:00:00-04:00,178.76919354951661,183.7032275454454,174.46523701720528,176.7141571044922,88754900,0.0,0.0,0.0,178.29420722238095
2020-03-26 00:00:00-04:00,178.2360373085438,186.81487050556282,177.9840092895574,186.01998901367188,79887600,0.0,0.0,0.0,183.6062896029307
2020-03-27 00:00:00-04:00,181.20228338109774,184.67259061756545,179.00184894765306,179.6222381591797,58845000,0.0,0.0,0.0,181.0988925747994
2020-03-30 00:00:00-04:00,181.32828201674815,186.59190878336634,180.63034239254193,186.1556854248047,49356900,0.0,0.0,0.0,184.45931220023763
2020-03-31 00:00:00-04:00,185.8455248362667,189.26736122074803,183.40273580213767,184.5659637451172,62659300,0.0,0.0,0.0,185.7453535893343
2020-04-01 00:00:00-04:00,179.10846074736284,181.9099075746166,175.31826363071247,176.7238311767578,53715400,0.0,0.0,0.0,177.98400079402896
2020-04-02 00:00:00-04:00,175.6866385875,184.27516031525164,175.42490750388055,180.3104705810547,56465300,0.0,0.0,0.0,180.00351280006228
