date,open,high,low,close,volume
2019-01-02 00:00:00-05:00,144.8585434214018,149.4252421820383,144.7530097594952,148.590576171875,58576700
2019-01-03 00:00:00-05:00,146.4031453447369,147.0363325942289,143.41943726368572,143.7360382080078,74820200
2019-01-04 00:00:00-05:00,146.15367977554834,150.62444713380785,145.57805372922806,149.88571166992188,74709300
2019-01-07 00:00:00-05:00,150.2598898774198,152.40893207650686,149.77060548957442,151.67019653320312,52059300
2019-01-08 00:00:00-05:00,153.0613373269791,153.60819759401335,150.81636438044393,153.0421600341797,49388700
2019-01-09 00:00:00-05:00,153.63698895473453,154.96095420855139,152.99419826112725,154.2893829345703,46491700
2019-01-10 00:00:00-05:00,153.1189114462559,154.81702410716326,152.25545018762818,154.73068237304688,38943400
2019-01-11 00:00:00-05:00,153.81918464091166,154.32766077863434,153.30110522264698,154.16456604003906,30176600
2019-01-14 00:00:00-05:00,152.85986828373328,153.4642896877256,152.14991321617327,152.80230712890625,30710200
2019-01-15 00:00:00-05:00,153.5026240079626,155.9970475037524,153.41628229535436,155.78598022460938,40874200
2019-01-16 00:00:00-05:00,156.04500786174128,157.1291248456897,155.6996263666255,155.7572021484375,33812200
2019-01-17 00:00:00-05:00,155.2583672068773,157.68562714053965,155.00893062430688,156.9852752685547,39329000
2019-01-18 00:00:00-05:00,158.08855922837176,159.27821017692006,157.16755141717425,158.5394744873047,57183200
2019-01-22 00:00:00-05:00,157.39776636939783,157.4745194457166,154.23177150722327,155.36386108398438,56711700
2019-01-23 00:00:00-05:00,156.1601555491546,156.87009587643644,153.80964934721317,155.56532287597656,38106100
2019-01-24 00:00:00-05:00,156.07377476223564,156.802921543141,155.47895682130752,156.57266235351562,32417800
2019-01-25 00:00:00-05:00,157.82948674387143,158.92319244300487,157.29222985856407,158.44349670410156,36515900
2019-01-28 00:00:00-05:00,156.40001691518574,156.4959472881261,155.1815855295303,156.48635864257812,33491200
2019-01-29 00:00:00-05:00,156.57270951941925,156.61109338216122,154.4524622362892,155.0089111328125,30784200
2019-01-30 00:00:00-05:00,156.76452394189815,159.52757541845122,156.27523967590383,158.95193481445312,41346500
2019-01-31 00:00:00-05:00,159.9305654910863,162.12758029776614,159.70990953764152,161.33128356933594,37258400
2019-02-01 00:00:00-05:00,160.5349784147145,161.75340969562703,160.20878882428192,160.6501007080078,32143700
2019-02-04 00:00:00-05:00,160.67887450019194,162.6456298828125,160.53497163964843,162.6456298828125,26718800
2019-02-05 00:00:00-05:00,162.86624013277623,164.27654632713032,162.79909036307473,164.0846710205078,28156400
2019-02-06 00:00:00-05:00,164.12311198179228,164.41091772231152,162.85670816689708,163.59544372558594,27970000
2019-02-07 00:00:00-05:00,162.16593834191264,162.56888100097183,160.170402335749,161.39842224121094,42036200
2019-02-08 00:00:00-05:00,159.9881494411368,161.74383795198244,159.80587732092988,161.71505737304688,29020700
2019-02-11 00:00:00-05:00,162.30021300895382,162.6935669275863,161.15853510027094,161.5614776611328,21434100
2019-02-12 00:00:00-05:00,162.7415203593634,164.19019568037476,162.4537000955531,163.95034790039062,29722100
2019-02-13 00:00:00-05:00,164.6795158467359,165.1688147938182,163.8832339257332,164.0655059814453,26094100
2019-02-14 00:00:00-05:00,163.48030549421512,164.8522429494754,162.9334599524111,164.2670135498047,30326800
2019-02-15 00:00:00-05:00,165.5142277643734,165.5525969836297,164.19026279316319,164.95777893066406,32521700
2019-02-19 00:00:00-05:00,164.44931532765702,165.7828690471012,164.4205347511992,165.2839813232422,19487700
2019-02-20 00:00:00-05:00,165.39906031530788,166.05145403553283,164.3629305558536,165.25515747070312,32593000
2019-02-21 00:00:00-05:00,164.81386690050618,165.2647820973129,163.77773691545374,164.65077209472656,25207400
2019-02-22 00:00:00-05:00,165.00572477685282,165.98429342090142,164.91936842896,165.86917114257812,27735400
2019-02-25 00:00:00-05:00,167.13555407406858,167.5672772034961,166.35843487412083,166.47357177734375,32608800
