Date,open,high,low,close,volume,dividends,stock_splits,capital_gains,typical_price
2020-01-02 00:00:00-05:00,143.86000061035156,144.2100067138672,143.39999389648438,143.9499969482422,7733800,0.0,0.0,0.0,143.85333251953125
2020-01-03 00:00:00-05:00,145.75,146.32000732421875,145.39999389648438,145.86000061035156,12272800,0.0,0.0,0.0,145.86000061035156
2020-01-06 00:00:00-05:00,148.44000244140625,148.47999572753906,146.9499969482422,147.38999938964844,14403300,0.0,0.0,0.0,147.6066640218099
2020-01-07 00:00:00-05:00,147.57000732421875,148.13999938964844,147.42999267578125,147.97000122070312,7978500,0.0,0.0,0.0,147.84666442871094
2020-01-08 00:00:00-05:00,148.49000549316406,148.61000061035156,146.13999938964844,146.86000061035156,22248500,0.0,0.0,0.0,147.20333353678384
2020-01-09 00:00:00-05:00,146.07000732421875,146.41000366210938,145.44000244140625,146.02999877929688,10292300,0.0,0.0,0.0,145.96000162760416
2020-01-10 00:00:00-05:00,146.22000122070312,146.99000549316406,146.1699981689453,146.91000366210938,6183300,0.0,0.0,0.0,146.69000244140625
2020-01-13 00:00:00-05:00,146.35000610351562,146.3800048828125,145.77999877929688,145.82000732421875,7593800,0.0,0.0,0.0,145.99333699544272
2020-01-14 00:00:00-05:00,145.4199981689453,145.80999755859375,145.0800018310547,145.69000244140625,6589700,0.0,0.0,0.0,145.52666727701822
2020-01-15 00:00:00-05:00,146.2100067138672,146.72999572753906,145.82000732421875,146.5399932861328,6510000,0.0,0.0,0.0,146.36333211263022
2020-01-16 00:00:00-05:00,146.27000427246094,146.47000122070312,145.75999450683594,146.30999755859375,6069100,0.0,0.0,0.0,146.17999776204428
2020-01-17 00:00:00-05:00,146.50999450683594,146.99000549316406,146.30999755859375,146.5800018310547,11121100,0.0,0.0,0.0,146.62666829427084
2020-01-21 00:00:00-05:00,145.77000427246094,146.86000061035156,145.5500030517578,146.74000549316406,6086100,0.0,0.0,0.0,146.38333638509116
2020-01-22 00:00:00-05:00,146.67999267578125,146.80999755859375,146.3800048828125,146.7899932861328,4778200,0.0,0.0,0.0,146.65999857584634
2020-01-23 00:00:00-05:00,147.0,147.6199951171875,146.6199951171875,147.1199951171875,8419800,0.0,0.0,0.0,147.1199951171875
2020-01-24 00:00:00-05:00,146.89999389648438,148.3800048828125,146.88999938964844,147.97999572753906,9919900,0.0,0.0,0.0,147.75
2020-01-27 00:00:00-05:00,149.24000549316406,149.32000732421875,148.4600067138672,148.99000549316406,9988100,0.0,0.0,0.0,148.92333984375
2020-01-28 00:00:00-05:00,148.36000061035156,148.55999755859375,147.52999877929688,147.66000366210938,7543100,0.0,0.0,0.0,147.91666666666666
2020-01-29 00:00:00-05:00,147.6999969482422,148.55999755859375,147.61000061035156,148.4600067138672,5013100,0.0,0.0,0.0,148.21000162760416
2020-01-30 00:00:00-05:00,148.69000244140625,149.30999755859375,148.00999450683594,148.47000122070312,9119500,0.0,0.0,0.0,148.59666442871094
2020-01-31 00:00:00-05:00,148.8800048828125,149.67999267578125,148.80999755859375,149.3300018310547,14788300,0.0,0.0,0.0,149.27333068847656
2020-02-03 00:00:00-05:00,148.66000366210938,148.77999877929688,147.67999267578125,148.36000061035156,9105300,0.0,0.0,0.0,148.27333068847656
2020-02-04 00:00:00-05:00,146.97000122070312,147.02999877929688,145.8000030517578,146.42999267578125,10525600,0.0,0.0,0.0,146.4199981689453
2020-02-05 00:00:00-05:00,146.3800048828125,146.80999755859375,146.16000366210938,146.61000061035156,6160700,0.0,0.0,0.0,146.52666727701822
2020-02-06 00:00:00-05:00,147.27999877929688,147.6300048828125,147.0,147.39999389648438,4819800,0.0,0.0,0.0,147.34333292643228
2020-02-07 00:00:00-05:00,147.8300018310547,148.17999267578125,147.33999633789062,147.7899932861328,6379300,0.0,0.0,0.0,147.7699940999349
2020-02-10 00:00:00-05:00,148.2100067138672,148.4499969482422,147.91000366210938,148.1699981689453,5793600,0.0,0.0,0.0,148.17666625976562
2020-02-11 00:00:00-05:00,148.02999877929688,148.16000366210938,147.00999450683594,147.66000366210938,5179400,0.0,0.0,0.0,147.61000061035156
2020-02-12 00:00:00-05:00,147.4199981689453,147.80999755859375,147.16000366210938,147.5399932861328,5040600,0.0,0.0,0.0,147.50333150227866
2020-02-13 00:00:00-05:00,148.24000549316406,148.5800018310547,147.9499969482422,148.3800048828125,7082100,0.0,0.0,0.0,148.30333455403647
2020-02-14 00:00:00-05:00,148.74000549316406,149.1300048828125,148.6300048828125,149.0,5345400,0.0,0.0,0.0,148.92000325520834
2020-02-18 00:00:00-05:00,149.8800048828125,151.08999633789062,149.47000122070312,150.91000366210938,11524900,0.0,0.0,0.0,150.49000040690103
2020-02-19 00:00:00-05:00,151.0,151.82000732421875,150.82000732421875,151.7899932861328,9269800,0.0,0.0,0.0,151.47666931152344
2020-02-20 00:00:00-05:00,152.0,152.8300018310547,151.9499969482422,152.41000366210938,8457300,0.0,0.0,0.0,152.39666748046875
2020-02-21 00:00:00-05:00,154.42999267578125,155.22000122070312,154.17999267578125,154.6999969482422,16344500,0.0,0.0,0.0,154.6999969482422
2020-02-24 00:00:00-05:00,158.5,158.52999877929688,155.36000061035156,156.08999633789062,27171000,0.0,0.0,0.0,156.65999857584634
2020-02-25 00:00:00-05:00,155.1199951171875,156.0800018310547,152.91000366210938,153.3000030517578,28091500,0.0,0.0,0.0,154.09666951497397
2020-02-26 00:00:00-05:00,153.82000732421875,155.27999877929688,152.89999389648438,153.97000122070312,17912500,0.0,0.0,0.0,154.04999796549478
2020-02-27 00:00:00-05:00,155.5800018310547,156.27000427246094,153.89999389648438,154.0,27878500,0.0,0.0,0.0,154.72333272298178
2020-02-28 00:00:00-05:00,152.7100067138672,152.77000427246094,147.0500030517578,148.3800048828125,42699600,0.0,0.0,0.0,149.4000040690104
2020-03-02 00:00:00-05:00,150.0,150.72999572753906,149.0399932861328,149.1999969482422,16295400,0.0,0.0,0.0,149.6566619873047
2020-03-03 00:00:00-05:00,150.83999633789062,155.24000549316406,150.74000549316406,153.88999938964844,28687700,0.0,0.0,0.0,153.29000345865884
2020-03-04 00:00:00-05:00,154.39999389648438,154.9600067138672,153.6999969482422,154.16000366210938,12315500,0.0,0.0,0.0,154.2733357747396
2020-03-05 00:00:00-05:00,156.05999755859375,157.6199951171875,155.72000122070312,157.49000549316406,17973500,0.0,0.0,0.0,156.9433339436849
2020-03-06 00:00:00-05:00,158.3300018310547,159.25,154.5399932861328,157.5500030517578,26973400,0.0,0.0,0.0,157.11333211263022
2020-03-09 00:00:00-04:00,158.60000610351562,159.3699951171875,156.3300018310547,157.80999755859375,24868700,0.0,0.0,0.0,157.83666483561197
2020-03-10 00:00:00-04:00,156.17999267578125,156.41000366210938,154.38999938964844,154.47999572753906,18811500,0.0,0.0,0.0,155.09333292643228
2020-03-11 00:00:00-04:00,156.25,156.5,153.61000061035156,153.92999267578125,18159900,0.0,0.0,0.0,154.67999776204428
2020-03-12 00:00:00-04:00,151.52999877929688,151.5500030517578,146.85000610351562,147.7899932861328,32893400,0.0,0.0,0.0,148.7300008138021
2020-03-13 00:00:00-04:00,149.4199981689453,149.60000610351562,141.5800018310547,143.27999877929688,35177200,0.0,0.0,0.0,144.82000223795572
2020-03-16 00:00:00-04:00,137.55999755859375,142.9600067138672,136.1199951171875,141.63999938964844,24496000,0.0,0.0,0.0,140.24000040690103
2020-03-17 00:00:00-04:00,140.17999267578125,146.1999969482422,139.92999267578125,143.55999755859375,24490300,0.0,0.0,0.0,143.22999572753906
2020-03-18 00:00:00-04:00,141.75,142.8800048828125,138.5,140.6999969482422,21953400,0.0,0.0,0.0,140.6933339436849
2020-03-19 00:00:00-04:00,139.0800018310547,140.5,137.85000610351562,138.0399932861328,20828900,0.0,0.0,0.0,138.79666646321616
2020-03-20 00:00:00-04:00,140.7100067138672,141.1699981689453,139.13999938964844,140.11000061035156,20056000,0.0,0.0,0.0,140.13999938964844
2020-03-23 00:00:00-04:00,142.67999267578125,146.92999267578125,142.27999877929688,146.3000030517578,28275200,0.0,0.0,0.0,145.1699981689453
2020-03-24 00:00:00-04:00,153.5,155.66000366210938,152.0500030517578,153.39999389648438,20743500,0.0,0.0,0.0,153.70333353678384
2020-03-25 00:00:00-04:00,152.5800018310547,152.8800048828125,151.00999450683594,151.3000030517578,16457200,0.0,0.0,0.0,151.7300008138021
2020-03-26 00:00:00-04:00,153.30999755859375,154.80999755859375,152.0800018310547,153.24000549316406,12778200,0.0,0.0,0.0,153.37666829427084
2020-03-27 00:00:00-04:00,153.0,153.5500030517578,152.0,152.25,9824600,0.0,0.0,0.0,152.6000010172526
2020-03-30 00:00:00-04:00,152.41000366210938,153.0800018310547,151.57000732421875,152.9199981689453,12080900,0.0,0.0,0.0,152.5233357747396
2020-03-31 00:00:00-04:00,151.36000061035156,151.8000030517578,147.97000122070312,148.0500030517578,13319500,0.0,0.0,0.0,149.2733357747396
2020-04-01 00:00:00-04:00,148.1999969482422,150.0800018310547,147.85000610351562,149.4499969482422,11827400,0.0,0.0,0.0,149.12666829427084
2020-04-02 00:00:00-04:00,151.1999969482422,152.5,150.6999969482422,151.89999389648438,9188300,0.0,0.0,0.0,151.6999969482422
2020-04-03 00:00:00-04:00,152.22999572753906,153.08999633789062,151.66000366210938,152.64999389648438,8469100,0.0,0.0,0.0,152.46666463216147
2020-04-06 00:00:00-04:00,154.16000366210938,157.22000122070312,153.9600067138672,156.8800048828125,14739300,0.0,0.0,0.0,156.02000427246094
2020-04-07 00:00:00-04:00,155.3300018310547,156.13999938964844,154.3800048828125,156.0399932861328,9195400,0.0,0.0,0.0,155.5199991861979
2020-04-08 00:00:00-04:00,155.91000366210938,155.94000244140625,154.58999633789062,154.64999389648438,7600800,0.0,0.0,0.0,155.05999755859375
2020-04-09 00:00:00-04:00,158.0800018310547,159.0800018310547,157.2100067138672,158.69000244140625,18123000,0.0,0.0,0.0,158.32667032877603
2020-04-13 00:00:00-04:00,159.1699981689453,162.3800048828125,158.6300048828125,161.41000366210938,20549200,0.0,0.0,0.0,160.80667114257812
2020-04-14 00:00:00-04:00,162.72999572753906,164.4199981689453,161.77999877929688,162.67999267578125,17095100,0.0,0.0,0.0,162.95999654134116
2020-04-15 00:00:00-04:00,161.8000030517578,162.5399932861328,160.80999755859375,161.85000610351562,12141900,0.0,0.0,0.0,161.73333231608072
2020-04-16 00:00:00-04:00,161.8800048828125,163.14999389648438,160.64999389648438,161.7100067138672,9233200,0.0,0.0,0.0,161.83666483561197
2020-04-17 00:00:00-04:00,159.72000122070312,160.07000732421875,158.1199951171875,158.57000732421875,14652700,0.0,0.0,0.0,158.92000325520834
2020-04-20 00:00:00-04:00,158.6199951171875,160.22000122070312,158.4600067138672,159.6999969482422,10688700,0.0,0.0,0.0,159.46000162760416
2020-04-21 00:00:00-04:00,157.60000610351562,159.2100067138672,157.0399932861328,158.61000061035156,12478100,0.0,0.0,0.0,158.2866668701172
2020-04-22 00:00:00-04:00,160.5,161.74000549316406,160.4199981689453,161.72999572753906,12902100,0.0,0.0,0.0,161.29666646321616
2020-04-23 00:00:00-04:00,162.38999938964844,163.60000610351562,161.83999633789062,163.33999633789062,14928500,0.0,0.0,0.0,162.92666625976562
2020-04-24 00:00:00-04:00,163.1300048828125,163.30999755859375,160.88999938964844,162.63999938964844,11199300,0.0,0.0,0.0,162.27999877929688
2020-04-27 00:00:00-04:00,161.8800048828125,162.0,160.41000366210938,161.55999755859375,9033500,0.0,0.0,0.0,161.32333374023438
2020-04-28 00:00:00-04:00,160.88999938964844,160.97999572753906,159.16000366210938,160.83999633789062,10383000,0.0,0.0,0.0,160.32666524251303
2020-04-29 00:00:00-04:00,160.10000610351562,161.85000610351562,159.75999450683594,161.72999572753906,12232300,0.0,0.0,0.0,161.11333211263022
2020-04-30 00:00:00-04:00,160.22000122070312,160.82000732421875,158.1300048828125,158.8000030517578,13633500,0.0,0.0,0.0,159.25000508626303
2020-05-01 00:00:00-04:00,158.0,160.4499969482422,157.8000030517578,159.77999877929688,10914300,0.0,0.0,0.0,159.34333292643228
2020-05-04 00:00:00-04:00,160.3300018310547,160.9499969482422,159.91000366210938,160.33999633789062,7986200,0.0,0.0,0.0,160.3999989827474
2020-05-05 00:00:00-04:00,160.16000366210938,161.10000610351562,159.3300018310547,161.02000427246094,10563100,0.0,0.0,0.0,160.48333740234375
2020-05-06 00:00:00-04:00,158.99000549316406,159.80999755859375,158.10000610351562,158.9499969482422,13352000,0.0,0.0,0.0,158.95333353678384
2020-05-07 00:00:00-04:00,159.5,161.9600067138672,159.36000061035156,161.38999938964844,13691700,0.0,0.0,0.0,160.90333557128906
2020-05-08 00:00:00-04:00,161.0800018310547,162.0,160.0,160.4199981689453,12240900,0.0,0.0,0.0,160.8066660563151
2020-05-11 00:00:00-04:00,160.33999633789062,160.7100067138672,158.88999938964844,159.4199981689453,11209800,0.0,0.0,0.0,159.67333475748697
2020-05-12 00:00:00-04:00,160.3000030517578,160.9499969482422,159.72000122070312,160.0399932861328,10406000,0.0,0.0,0.0,160.23666381835938
2020-05-13 00:00:00-04:00,160.94000244140625,161.6199951171875,160.5399932861328,161.5800018310547,10950400,0.0,0.0,0.0,161.24666341145834
2020-05-14 00:00:00-04:00,161.52999877929688,163.33999633789062,161.50999450683594,163.00999450683594,17084400,0.0,0.0,0.0,162.6199951171875
2020-05-15 00:00:00-04:00,164.02000427246094,164.8000030517578,163.0800018310547,163.92999267578125,13918800,0.0,0.0,0.0,163.9366658528646
2020-05-18 00:00:00-04:00,164.3300018310547,164.5,162.41000366210938,162.69000244140625,14133800,0.0,0.0,0.0,163.20000203450522
2020-05-19 00:00:00-04:00,163.60000610351562,164.42999267578125,163.0399932861328,164.25999450683594,8535800,0.0,0.0,0.0,163.90999348958334
2020-05-20 00:00:00-04:00,164.5399932861328,164.9600067138672,163.88999938964844,164.64999389648438,10666100,0.0,0.0,0.0,164.5
2020-05-21 00:00:00-04:00,163.4600067138672,163.5800018310547,161.3699951171875,162.25,11791000,0.0,0.0,0.0,162.3999989827474
2020-05-22 00:00:00-04:00,162.8800048828125,163.47000122070312,162.74000549316406,163.2100067138672,8540900,0.0,0.0,0.0,163.14000447591147
