Date,open,high,low,close,volume,dividends,stock_splits,typical_price
2020-01-01 00:00:00-05:00,71.62709335224095,72.75382346407903,70.7832577305944,72.14694213867188,509062400,0.0,0.0,71.89467444444843
2020-01-08 00:00:00-05:00,71.84954356487344,76.78442520845898,71.84954356487344,75.60208129882812,726318800,0.0,0.0,74.74535002405351
2020-01-15 00:00:00-05:00,75.40139632193896,77.13500771347044,74.8452809177799,76.54263305664062,479412400,0.0,0.0,76.17430722929699
2020-01-22 00:00:00-05:00,77.02861005944571,78.17709996215143,73.71612781995309,76.81342315673828,677016000,0.0,0.0,76.23555031294761
2020-01-29 00:00:00-05:00,78.44792106720348,79.26999671147925,73.07298477018847,77.09391021728516,852965600,0.0,0.0,76.47896389965096
2020-02-05 00:00:00-05:00,78.22304604229585,78.63408751626626,75.88496634367976,77.27765655517578,545608400,0.1925,0.0,77.26557013837395
2020-02-12 00:00:00-05:00,77.91184957929066,79.30542637768484,76.24924802244713,77.31321716308594,441122800,0.0,0.0,77.62263052107264
2020-02-19 00:00:00-05:00,77.55559357423168,78.68257181410168,69.34681990026353,69.81941986083984,776972800,0.0,0.0,72.61627052506834
2020-02-26 00:00:00-05:00,69.44373680442854,73.6777861951104,62.134123970676434,70.11992645263672,1606043200,0.0,0.0,68.64394553947452
2020-03-04 00:00:00-05:00,71.84553697819783,73.5323684426949,63.740979859831334,69.15532684326172,1204962800,0.0,0.0,68.80955838192932
2020-03-11 00:00:00-04:00,67.2285661454025,68.15680613967878,57.77889942810756,61.283443450927734,1691284400,0.0,0.0,62.40638300623802
2020-03-18 00:00:00-04:00,58.11094489969406,61.27860380289265,51.5284139401882,59.83413314819336,1598068000,0.0,0.0,57.5470502970914
2020-03-25 00:00:00-04:00,60.7720707522627,63.61738886653712,59.20884175569061,61.630027770996094,1124884400,0.0,0.0,61.48541946440795
2020-04-01 00:00:00-04:00,59.742038092980096,65.84954352590515,57.41536900442402,62.87576675415039,876740000,0.0,0.0,62.04689309482652
2020-04-08 00:00:00-04:00,63.67799930158423,69.86063782033358,63.31203880422422,69.5698013305664,656747600,0.0,0.0,67.5808259850414
2020-04-15 00:00:00-04:00,68.44280011565971,69.84849948703234,64.32993033303205,65.04247283935547,814536400,0.0,0.0,66.40696755313995
