date,open,high,low,close,volume
2019-01-02 00:00:00-05:00,79.23871834424175,82.40166202325594,79.23046454604112,82.01351928710938,15670900
2019-01-03 00:00:00-05:00,82.12173113421184,82.32986609883663,80.49828095084857,80.84794616699219,16286400
2019-01-04 00:00:00-05:00,82.5130383641527,84.02826088172871,81.82202865265666,83.82845306396484,16935200
2019-01-07 00:00:00-05:00,83.61197146514647,84.4778136100092,83.01254179933576,83.88671112060547,15430700
2019-01-08 00:00:00-05:00,84.61101336579587,84.76919795247132,82.87933549554457,83.72852325439453,13578800
2019-01-09 00:00:00-05:00,83.92833600416552,84.49446332762425,83.19570325983202,83.58699798583984,14230300
2019-01-10 00:00:00-05:00,83.27066269301059,83.86177178683705,82.64625758287418,83.57870483398438,14376100
2019-01-11 00:00:00-05:00,83.16239227943454,83.39550238519016,82.37980290859154,83.17904663085938,15439900
2019-01-14 00:00:00-05:00,82.31322553795543,84.38624819453237,82.13839291407793,84.03658294677734,21258500
2019-01-15 00:00:00-05:00,82.32988433212044,85.31037921005209,82.08844695747247,84.65267181396484,26504900
2019-01-16 00:00:00-05:00,85.12722264731804,86.12626819635582,84.75258215437303,85.33535766601562,18533000
2019-01-17 00:00:00-05:00,85.01064233059769,86.16787218317663,84.85245773073697,85.68499755859375,14247600
2019-01-18 00:00:00-05:00,86.39265784486558,87.33343194491343,85.61007470140258,87.0753402709961,16428700
2019-01-22 00:00:00-05:00,85.81819995567886,86.24279065985519,85.0272833728866,85.70164489746094,17083700
2019-01-23 00:00:00-05:00,86.11792340447994,86.33437919041214,84.89408881881553,85.48519134521484,12146700
2019-01-24 00:00:00-05:00,85.02730635118843,85.82654397429123,84.86912807330233,85.53515625,11296800
2019-01-25 00:00:00-05:00,86.17620101321093,86.84222907720897,85.53514177646883,86.0762939453125,14369400
2019-01-28 00:00:00-05:00,85.6600325513444,86.78396018205164,85.41026803262031,86.48424530029297,12283100
2019-01-29 00:00:00-05:00,86.4842477717695,87.50827470567138,86.35937186061443,86.7256851196289,9743300
2019-01-30 00:00:00-05:00,86.70070961959567,87.61650229143864,86.4009947303706,86.92549896240234,12526300
2019-01-31 00:00:00-05:00,86.09297452553217,86.41766465539315,85.5268470051992,86.16790008544922,17520600
2019-02-01 00:00:00-05:00,86.58415237813772,87.29181004548855,86.1845304185343,86.48424530029297,13000800
