Date,open,high,low,close,volume,dividends,stock_splits,typical_price
2020-01-01 00:00:00-05:00,28.299999237060547,43.53333282470703,28.11400032043457,43.371334075927734,6108277500,0.0,0.0,38.339555740356445
2020-02-01 00:00:00-05:00,44.91266632080078,64.59933471679688,40.768001556396484,44.53266525268555,7088802000,0.0,0.0,49.96666717529297
2020-03-01 00:00:00-05:00,47.41733169555664,53.798667907714844,23.367332458496094,34.93333435058594,6314025000,0.0,0.0,37.36644490559896
2020-04-01 00:00:00-04:00,33.599998474121094,57.987998962402344,29.760000228881836,52.12533187866211,5722162500,0.0,0.0,46.624443689982094
2020-05-01 00:00:00-04:00,50.33333206176758,56.21933364868164,45.5359992980957,55.66666793823242,4090554000,0.0,0.0,52.47400029500326
2020-06-01 00:00:00-04:00,57.20000076293945,72.51266479492188,56.939998626708984,71.98733520507812,3836590500,0.0,0.0,67.146666208903
2020-07-01 00:00:00-04:00,72.19999694824219,119.66600036621094,72.03333282470703,95.38400268554688,5679502500,0.0,0.0,95.69444529215495
2020-08-01 00:00:00-04:00,96.61333465576172,166.7133331298828,91.0,166.10667419433594,4672135200,0.0,5.0,141.2733357747396
2020-09-01 00:00:00-04:00,167.3800048828125,167.49667358398438,109.95999908447266,143.00332641601562,5208854400,0.0,0.0,140.15333302815756
2020-10-01 00:00:00-04:00,146.9199981689453,155.3000030517578,126.37000274658203,129.34666442871094,2500999200,0.0,0.0,137.00555674235025
2020-11-01 00:00:00-04:00,131.3333282470703,202.60000610351562,130.76666259765625,189.1999969482422,2347796400,0.0,0.0,174.1888885498047
2020-12-01 00:00:00-05:00,199.19667053222656,239.57333374023438,180.40333557128906,235.22332763671875,3589038000,0.0,0.0,218.3999989827474
2021-01-01 00:00:00-05:00,239.82000732421875,300.1333312988281,239.06333923339844,264.510009765625,2117084400,0.0,0.0,267.9022267659505
2021-02-01 00:00:00-05:00,271.42999267578125,293.5,206.3333282470703,225.1666717529297,1568573700,0.0,0.0,241.66666666666666
2021-03-01 00:00:00-05:00,230.0366668701172,240.3699951171875,179.8300018310547,222.64332580566406,2827357200,0.0,0.0,214.2811075846354
2021-04-01 00:00:00-04:00,229.4566650390625,260.2633361816406,219.80667114257812,236.47999572753906,2035619100,0.0,0.0,238.8500010172526
2021-05-01 00:00:00-04:00,234.60000610351562,235.3333282470703,182.32666015625,208.4066619873047,1875527400,0.0,0.0,208.68888346354166
2021-06-01 00:00:00-04:00,209.26666259765625,232.5399932861328,190.4066619873047,226.56666564941406,1559765700,0.0,0.0,216.5044403076172
2021-07-01 00:00:00-04:00,227.97332763671875,233.3333282470703,206.82000732421875,229.06666564941406,1345349400,0.0,0.0,223.07333374023438
2021-08-01 00:00:00-04:00,233.3333282470703,246.79666137695312,216.27999877929688,245.24000549316406,1143974700,0.0,0.0,236.10555521647134
2021-09-01 00:00:00-04:00,244.69332885742188,266.3333435058594,236.28334045410156,258.49334716796875,1170513900,0.0,0.0,253.7033437093099
2021-10-01 00:00:00-04:00,259.4666748046875,371.7366638183594,254.52999877929688,371.3333435058594,1586803800,0.0,0.0,332.53333536783856
2021-11-01 00:00:00-04:00,381.6666564941406,414.4966735839844,326.20001220703125,381.586669921875,1947334500,0.0,0.0,374.0944519042969
2021-12-01 00:00:00-05:00,386.8999938964844,390.9466552734375,295.3733215332031,352.260009765625,1530167700,0.0,0.0,346.1933288574219
2022-01-01 00:00:00-05:00,382.5833435058594,402.6666564941406,264.0033264160156,312.239990234375,1916006400,0.0,0.0,326.30332438151044
2022-02-01 00:00:00-05:00,311.7366638183594,315.92333984375,233.3333282470703,290.1433410644531,1391126700,0.0,0.0,279.8000030517578
2022-03-01 00:00:00-05:00,289.8933410644531,371.5899963378906,252.01333618164062,359.20001220703125,1729272900,0.0,0.0,327.6011149088542
2022-04-01 00:00:00-04:00,360.3833312988281,384.2900085449219,273.8999938964844,290.2533264160156,1520959800,0.0,0.0,316.1477762858073
2022-05-01 00:00:00-04:00,286.92333984375,318.5,206.85667419433594,252.75332641601562,1948221600,0.0,0.0,259.3700002034505
2022-06-01 00:00:00-04:00,251.72000122070312,264.2099914550781,208.69332885742188,224.47332763671875,2011227900,0.0,0.0,232.4588826497396
2022-07-01 00:00:00-04:00,227.0,298.32000732421875,216.1666717529297,297.1499938964844,1744884000,0.0,0.0,270.5455576578776
2022-08-01 00:00:00-04:00,301.27667236328125,314.6666564941406,271.80999755859375,275.6099853515625,1695263200,0.0,3.0,287.3622131347656
2022-09-01 00:00:00-04:00,272.5799865722656,313.79998779296875,262.4700012207031,265.25,1299271000,0.0,0.0,280.5066630045573
2022-10-01 00:00:00-04:00,254.5,257.5,198.58999633789062,227.5399932861328,1735263100,0.0,0.0,227.8766632080078
2022-11-01 00:00:00-04:00,234.0500030517578,237.39999389648438,166.19000244140625,194.6999969482422,1885275300,0.0,0.0,199.42999776204428
2022-12-01 00:00:00-05:00,197.0800018310547,198.9199981689453,108.23999786376953,123.18000030517578,2944247700,0.0,0.0,143.44666544596353
2023-01-01 00:00:00-05:00,118.47000122070312,180.67999267578125,101.80999755859375,173.22000122070312,3897499400,0.0,0.0,151.90333048502603
2023-02-01 00:00:00-05:00,173.88999938964844,217.64999389648438,169.92999267578125,205.7100067138672,3624845100,0.0,0.0,197.7633310953776
2023-03-01 00:00:00-05:00,206.2100067138672,207.7899932861328,163.91000366210938,207.4600067138672,3311619900,0.0,0.0,193.05333455403647
2023-04-01 00:00:00-04:00,199.91000366210938,202.69000244140625,152.3699951171875,164.30999755859375,2505176300,0.0,0.0,173.12333170572916
2023-05-01 00:00:00-04:00,163.1699981689453,204.47999572753906,158.8300018310547,203.92999267578125,2681994800,0.0,0.0,189.07999674479166
2023-06-01 00:00:00-04:00,202.58999633789062,276.989990234375,199.3699951171875,261.7699890136719,3440477900,0.0,0.0,246.04332478841147
2023-07-01 00:00:00-04:00,276.489990234375,299.2900085449219,254.1199951171875,267.42999267578125,2392089000,0.0,0.0,273.6133321126302
2023-08-01 00:00:00-04:00,266.260009765625,266.4700012207031,212.36000061035156,258.0799865722656,2501580900,0.0,0.0,245.63666280110678
2023-09-01 00:00:00-04:00,257.260009765625,278.9800109863281,234.5800018310547,250.22000122070312,2439306100,0.0,0.0,254.5933380126953
2023-10-01 00:00:00-04:00,244.80999755859375,268.94000244140625,194.07000732421875,200.83999633789062,2590570100,0.0,0.0,221.28333536783853
2023-11-01 00:00:00-04:00,204.0399932861328,252.75,197.85000610351562,240.0800018310547,2650798400,0.0,0.0,230.22666931152344
2023-12-01 00:00:00-05:00,233.13999938964844,265.1300048828125,228.1999969482422,248.47999572753906,2294598400,0.0,0.0,247.2699991861979
