date,open,high,low,close,volume
2019-01-02 00:00:00-05:00,222.48688855240633,227.21739059181576,222.45975490258903,226.28575134277344,126925200
2019-01-03 00:00:00-05:00,224.52203404894396,224.82957180264293,220.3975529437779,220.885986328125,144140700
2019-01-04 00:00:00-05:00,223.9431647638875,228.9359643299817,223.56327979058554,228.28472900390625,142628800
2019-01-07 00:00:00-05:00,228.55607738778912,231.5047162321808,227.65158542063745,230.0846710205078,103139100
2019-01-08 00:00:00-05:00,232.29164008713926,232.73483233043657,229.74096604415655,232.24639892578125,102512600
2019-01-09 00:00:00-05:00,232.96091163216454,234.18198111331498,231.72176225160513,233.33175659179688,95006600
2019-01-10 00:00:00-05:00,231.78509714977,234.4081180715484,231.09767449056818,234.1548614501953,96823900
2019-01-11 00:00:00-05:00,233.0694899177714,234.27247972498486,232.48157564344166,234.24534606933594,73858100
2019-01-14 00:00:00-05:00,232.32777453439888,233.6302450693797,231.92076974403113,232.8162078857422,70908200
2019-01-15 00:00:00-05:00,233.19613342074783,235.80107479001936,233.18707966784314,235.4844970703125,85208300
2019-01-16 00:00:00-05:00,235.9186101629337,236.94974417846316,235.7105946917636,236.05430603027344,77636700
2019-01-17 00:00:00-05:00,235.1769799353496,238.71354706066882,235.13173877241712,237.84521484375,96118400
2019-01-18 00:00:00-05:00,239.67232517633207,241.48130936562399,237.88142089188614,241.01095581054688,127900300
2019-01-22 00:00:00-05:00,239.52758498751743,239.74465424086148,236.12668613629504,237.7547607421875,115531200
2019-01-23 00:00:00-05:00,238.79491318005856,239.50041575152585,235.76485982203684,238.25221252441406,86030300
2019-01-24 00:00:00-05:00,238.07133649964106,238.966802368079,237.04925610210339,238.3788604736328,59204100
2019-01-25 00:00:00-05:00,240.24208299465278,241.2280034672258,238.4783403316818,240.39585876464844,96883400
2019-01-28 00:00:00-05:00,238.2340985678633,238.6320495486864,236.7869062273226,238.56875610351562,85613700
2019-01-29 00:00:00-05:00,238.7135122221472,239.28331892752686,237.41104168976113,238.25221252441406,66136300
2019-01-30 00:00:00-05:00,239.78081869580836,242.87416567145019,239.0119950266085,242.02394104003906,92473700
2019-01-31 00:00:00-05:00,241.9606807962599,244.63796957603046,241.74358393099237,244.1495361328125,104012100
2019-02-01 00:00:00-05:00,244.34846027783226,245.29819325300298,243.47110210607065,244.26705932617188,85782500
2019-02-04 00:00:00-05:00,244.31231057066722,246.04894728273086,243.6339415992665,245.98562622070312,60744800
2019-02-05 00:00:00-05:00,246.41975571426138,247.32424754184188,245.9132424990483,247.0167236328125,79552800
2019-02-06 00:00:00-05:00,246.73637275213613,247.23383229553696,245.94946915302003,246.69113159179688,58347800
